0.624,0.593,0.658,0.000,0.000,0.000,0.000
0.627,0.594,0.654,0.000,0.000,0.000,0.002
0.627,0.603,0.651,0.000,0.000,0.000,0.004
0.626,0.602,0.652,0.000,0.000,0.000,0.006
0.619,0.590,0.654,0.000,0.000,0.000,0.008
0.632,0.604,0.653,0.000,0.000,0.000,0.010
0.625,0.623,0.668,0.000,0.000,0.000,0.012
0.621,0.616,0.665,0.000,0.000,-0.000,0.014
0.623,0.604,0.667,-0.000,-0.001,-0.000,0.016
0.621,0.605,0.658,-0.000,-0.002,0.000,0.018
0.623,0.603,0.660,-0.000,-0.000,0.000,0.020
0.623,0.599,0.687,-0.000,0.005,0.000,0.022
0.623,0.602,0.687,-0.000,0.011,0.000,0.024
0.626,0.605,0.690,-0.000,0.014,-0.000,0.026
0.621,0.605,0.687,-0.000,0.013,-0.000,0.028
0.621,0.601,0.686,-0.000,0.010,-0.000,0.030
0.734,0.603,0.686,-0.000,0.008,0.000,0.032
0.621,0.586,0.685,-0.000,0.009,0.001,0.034
0.624,0.806,0.685,-0.000,0.012,0.001,0.036
0.630,0.809,0.685,-0.000,0.014,0.000,0.038
0.625,0.806,0.685,-0.000,0.014,0.000,0.040
0.624,0.807,0.684,-0.000,0.012,0.000,0.042
0.621,0.807,0.685,-0.000,0.010,0.000,0.044
0.621,0.807,0.684,-0.000,0.012,0.001,0.046
0.620,0.814,0.685,-0.000,0.014,0.001,0.048
0.621,0.818,0.685,-0.000,0.016,0.001,0.050
0.619,0.818,0.684,-0.000,0.016,0.000,0.052
0.616,0.817,0.684,-0.000,0.013,0.000,0.054
0.627,0.804,0.682,-0.000,0.011,0.001,0.056
0.621,0.804,0.682,-0.000,0.012,0.001,0.058
0.623,0.804,0.682,-0.000,0.016,0.001,0.060
0.623,0.804,0.685,-0.000,0.022,0.001,0.062
0.641,0.800,0.659,-0.000,0.027,0.001,0.064
0.623,0.817,0.660,-0.000,0.028,0.001,0.066
0.623,0.817,0.659,-0.000,0.025,0.000,0.068
0.621,0.806,0.659,-0.000,0.020,0.000,0.070
0.621,0.804,0.653,-0.000,0.016,0.000,0.072
0.621,0.804,0.653,-0.000,0.016,0.000,0.074
0.621,0.652,0.652,-0.000,0.021,0.001,0.076
0.625,0.653,0.656,-0.000,0.026,0.001,0.078
0.624,0.652,0.654,-0.000,0.029,0.001,0.080
0.623,0.654,0.651,-0.000,0.026,0.001,0.082
0.625,0.653,0.652,-0.000,0.023,0.001,0.084
0.623,0.653,0.662,-0.000,0.021,0.001,0.086
0.623,0.653,0.664,-0.000,0.023,0.001,0.088
0.621,0.652,0.664,-0.000,0.030,0.001,0.090
0.623,0.660,0.652,-0.000,0.038,0.001,0.092
0.621,0.652,0.662,-0.000,0.042,0.001,0.094
0.619,0.660,0.663,-0.000,0.041,0.001,0.096
0.699,0.651,0.658,-0.000,0.035,0.001,0.098
0.620,0.652,0.658,-0.000,0.031,0.000,0.100
0.618,0.652,0.657,-0.000,0.031,0.000,0.102
0.629,0.653,0.706,-0.000,0.036,0.000,0.104
0.630,0.651,0.707,-0.000,0.045,0.000,0.106
0.618,0.663,0.707,-0.000,0.051,0.000,0.108
0.626,0.651,0.706,-0.000,0.052,0.000,0.110
0.629,0.651,0.706,-0.000,0.049,0.000,0.112
0.623,0.649,0.704,-0.000,0.047,0.000,0.114
0.623,0.729,0.704,-0.000,0.048,-0.000,0.116
0.651,0.730,0.703,-0.000,0.052,-0.000,0.118
0.623,0.730,0.704,-0.000,0.058,-0.000,0.120
0.631,0.732,0.707,-0.000,0.060,0.000,0.122
0.638,0.729,0.704,-0.000,0.058,0.001,0.124
0.624,0.728,0.703,-0.000,0.055,0.000,0.126
0.621,0.726,0.702,-0.000,0.055,0.000,0.128
0.626,0.730,0.704,-0.000,0.059,0.000,0.130
0.621,0.728,0.703,-0.000,0.066,0.000,0.132
0.623,0.728,0.703,-0.000,0.073,0.000,0.134
0.621,0.739,0.703,-0.000,0.077,0.001,0.136
0.623,0.728,0.703,-0.000,0.076,0.001,0.138
0.620,0.726,0.703,-0.000,0.073,0.001,0.140
0.620,0.729,0.702,-0.000,0.070,0.001,0.142
0.621,0.728,0.659,-0.000,0.070,0.001,0.144
0.618,0.726,0.659,-0.000,0.073,0.000,0.146
0.708,0.726,0.660,-0.000,0.078,0.000,0.148
0.621,0.728,0.660,-0.000,0.082,0.001,0.150
0.620,0.725,0.654,-0.000,0.084,0.001,0.152
0.619,0.728,0.653,-0.000,0.084,0.001,0.154
0.618,0.614,0.651,-0.000,0.084,0.001,0.156
0.624,0.615,0.660,-0.000,0.086,0.001,0.158
0.643,0.614,0.663,-0.000,0.089,0.000,0.160
0.643,0.614,0.663,-0.000,0.093,0.001,0.162
0.642,0.614,0.652,-0.000,0.096,0.001,0.164
0.646,0.613,0.659,-0.000,0.100,0.002,0.166
0.642,0.612,0.663,-0.000,0.103,0.002,0.168
0.641,0.612,0.658,-0.000,0.105,0.001,0.170
0.641,0.612,0.658,-0.000,0.105,0.001,0.172
0.641,0.612,0.657,-0.000,0.105,0.000,0.174
0.641,0.618,0.657,-0.000,0.103,0.000,0.176
0.641,0.613,0.663,-0.000,0.102,0.001,0.178
0.643,0.613,0.659,-0.000,0.104,0.001,0.180
0.641,0.612,0.658,-0.000,0.107,0.001,0.182
0.640,0.613,0.686,-0.000,0.110,0.001,0.184
0.641,0.612,0.687,-0.000,0.113,0.001,0.186
0.640,0.610,0.686,-0.000,0.115,0.000,0.188
0.646,0.610,0.688,-0.000,0.116,0.000,0.190
0.640,0.613,0.687,-0.000,0.118,0.001,0.192
0.652,0.610,0.686,-0.000,0.122,0.001,0.194
0.643,0.632,0.686,-0.000,0.127,0.001,0.196
0.640,0.634,0.685,-0.000,0.131,0.001,0.198
0.625,0.634,0.684,-0.000,0.135,0.001,0.200
0.625,0.634,0.684,-0.000,0.138,0.001,0.202
0.625,0.632,0.684,-0.000,0.140,0.001,0.204
0.624,0.631,0.685,-0.000,0.142,0.001,0.206
0.623,0.632,0.685,-0.000,0.146,0.001,0.208
0.630,0.631,0.682,-0.000,0.150,0.002,0.210
0.630,0.631,0.684,-0.000,0.154,0.001,0.212
0.623,0.631,0.682,-0.000,0.158,0.001,0.214
0.623,0.631,0.682,-0.000,0.161,0.000,0.216
0.623,0.631,0.682,-0.000,0.162,0.001,0.218
0.623,0.631,0.684,-0.000,0.163,0.001,0.220
0.623,0.631,0.682,-0.000,0.167,0.001,0.222
0.621,0.631,0.685,-0.000,0.172,0.002,0.224
0.621,0.631,0.687,-0.000,0.176,0.001,0.226
0.621,0.631,0.687,-0.000,0.180,0.001,0.228
0.621,0.630,0.687,-0.000,0.183,0.001,0.230
0.625,0.632,0.690,-0.000,0.185,0.001,0.232
0.621,0.631,0.681,-0.000,0.187,0.001,0.234
0.623,0.492,0.680,-0.000,0.192,0.002,0.236
0.625,0.494,0.691,-0.000,0.196,0.002,0.238
