7.155096011816837631e+01,2.010318949343339625e+02
7.128508124076810759e+01,2.004690431519699700e+02
7.128508124076810759e+01,1.999061913696060060e+02
7.128508124076810759e+01,1.993433395872420135e+02
7.128508124076810759e+01,1.987804878048780495e+02
7.128508124076810759e+01,1.982176360225140570e+02
7.075332348596751331e+01,1.976547842401500930e+02
7.101920236336781045e+01,1.976547842401500930e+02
7.128508124076810759e+01,1.976547842401500930e+02
7.155096011816837631e+01,1.976547842401500930e+02
7.181683899556867345e+01,1.976547842401500930e+02
7.208271787296897060e+01,1.976547842401500930e+02
7.234859675036926774e+01,1.976547842401500930e+02
7.261447562776956488e+01,1.976547842401500930e+02
6.968980797636632474e+01,1.970919324577861005e+02
6.995568685376662188e+01,1.970919324577861005e+02
7.022156573116691902e+01,1.970919324577861005e+02
7.048744460856721616e+01,1.970919324577861005e+02
7.288035450516986202e+01,1.970919324577861005e+02
6.862629246676513617e+01,1.965290806754221364e+02
6.889217134416543331e+01,1.965290806754221364e+02
6.915805022156573045e+01,1.965290806754221364e+02
6.942392909896602760e+01,1.965290806754221364e+02
7.314623338257015916e+01,1.965290806754221364e+02
7.500738552437223916e+01,1.965290806754221364e+02
7.527326440177253630e+01,1.965290806754221364e+02
6.836041358936483903e+01,1.959662288930581724e+02
7.341211225997045631e+01,1.959662288930581724e+02
7.367799113737075345e+01,1.959662288930581724e+02
7.394387001477105059e+01,1.959662288930581724e+02
7.420974889217134773e+01,1.959662288930581724e+02
7.447562776957164488e+01,1.959662288930581724e+02
7.474150664697194202e+01,1.959662288930581724e+02
6.782865583456424474e+01,1.954033771106941799e+02
6.809453471196454188e+01,1.954033771106941799e+02
7.926144756277696501e+01,1.869606003752345202e+02
7.926144756277696501e+01,1.863977485928705562e+02
7.952732644017726216e+01,1.858348968105065637e+02
7.952732644017726216e+01,1.852720450281425997e+02
7.952732644017726216e+01,1.847091932457786072e+02
7.952732644017726216e+01,1.841463414634146432e+02
-9.276218611521414914e+00,1.835834896810506507e+02
7.952732644017726216e+01,1.835834896810506507e+02
-9.542097488921712056e+00,1.830206378986866866e+02
7.952732644017726216e+01,1.830206378986866866e+02
-9.542097488921712056e+00,1.824577861163226942e+02
7.926144756277696501e+01,1.824577861163226942e+02
-9.807976366322009198e+00,1.818949343339587301e+02
7.926144756277696501e+01,1.818949343339587301e+02
-9.807976366322009198e+00,1.813320825515947377e+02
7.899556868537666787e+01,1.813320825515947377e+02
-9.807976366322009198e+00,1.807692307692307736e+02
7.872968980797637073e+01,1.807692307692307736e+02
-1.007385524372230634e+01,1.802063789868667811e+02
7.872968980797637073e+01,1.802063789868667811e+02
-1.007385524372230634e+01,1.796435272045028171e+02
7.872968980797637073e+01,1.796435272045028171e+02
-1.033973412112260348e+01,1.790806754221388246e+02
7.872968980797637073e+01,1.790806754221388246e+02
-1.033973412112260348e+01,1.785178236397748606e+02
7.846381093057607359e+01,1.785178236397748606e+02
-1.060561299852290063e+01,1.779549718574108681e+02
7.819793205317577645e+01,1.779549718574108681e+02
-1.087149187592318356e+01,1.773921200750469040e+02
7.819793205317577645e+01,1.773921200750469040e+02
-1.140324963072377784e+01,1.768292682926829116e+02
-1.113737075332348070e+01,1.768292682926829116e+02
7.819793205317577645e+01,1.768292682926829116e+02
-1.166912850812407498e+01,1.762664165103189475e+02
7.819793205317577645e+01,1.762664165103189475e+02
-1.193500738552437213e+01,1.757035647279549835e+02
7.793205317577547930e+01,1.757035647279549835e+02
-1.220088626292466927e+01,1.751407129455909910e+02
7.793205317577547930e+01,1.751407129455909910e+02
-1.246676514032496641e+01,1.745778611632270270e+02
7.793205317577547930e+01,1.745778611632270270e+02
-1.246676514032496641e+01,1.740150093808630345e+02
7.766617429837518216e+01,1.740150093808630345e+02
-1.299852289512556069e+01,1.734521575984990704e+02
-1.273264401772526355e+01,1.734521575984990704e+02
7.766617429837518216e+01,1.734521575984990704e+02
-1.326440177252584363e+01,1.728893058161350780e+02
7.766617429837518216e+01,1.728893058161350780e+02
-1.353028064992614077e+01,1.723264540337711139e+02
7.766617429837518216e+01,1.723264540337711139e+02
-1.406203840472673505e+01,1.717636022514071215e+02
-1.379615952732643791e+01,1.717636022514071215e+02
7.766617429837518216e+01,1.717636022514071215e+02
-1.459379615952732934e+01,1.712007504690431574e+02
-1.432791728212703219e+01,1.712007504690431574e+02
7.766617429837518216e+01,1.712007504690431574e+02
-1.485967503692762648e+01,1.706378986866791649e+02
7.766617429837518216e+01,1.706378986866791649e+02
-1.512555391432792362e+01,1.700750469043152009e+02
7.740029542097488502e+01,1.700750469043152009e+02
-1.565731166912850369e+01,1.695121951219512084e+02
-1.539143279172820655e+01,1.695121951219512084e+02
7.740029542097488502e+01,1.695121951219512084e+02
-1.618906942392909798e+01,1.689493433395872444e+02
-1.592319054652880084e+01,1.689493433395872444e+02
7.740029542097488502e+01,1.689493433395872444e+02
-1.645494830132939512e+01,1.683864915572232519e+02
7.740029542097488502e+01,1.683864915572232519e+02
-1.698670605612998230e+01,1.678236397748592879e+02
-1.672082717872969226e+01,1.678236397748592879e+02
7.740029542097488502e+01,1.678236397748592879e+02
-1.751846381093057659e+01,1.672607879924952954e+02
-1.725258493353027944e+01,1.672607879924952954e+02
7.713441654357458788e+01,1.672607879924952954e+02
-1.778434268833087373e+01,1.666979362101313313e+02
7.713441654357458788e+01,1.666979362101313313e+02
-1.858197932053175805e+01,1.661350844277673673e+02
-1.831610044313146091e+01,1.661350844277673673e+02
-1.805022156573116376e+01,1.661350844277673673e+02
7.713441654357458788e+01,1.661350844277673673e+02
-1.884785819793205519e+01,1.655722326454033748e+02
7.713441654357458788e+01,1.655722326454033748e+02
-1.937961595273264237e+01,1.650093808630394108e+02
-1.911373707533234523e+01,1.650093808630394108e+02
7.686853766617429073e+01,1.650093808630394108e+02
-1.991137370753323665e+01,1.644465290806754183e+02
-1.964549483013293951e+01,1.644465290806754183e+02
7.686853766617429073e+01,1.644465290806754183e+02
-2.044313146233382383e+01,1.638836772983114543e+02
-2.017725258493352669e+01,1.638836772983114543e+02
7.686853766617429073e+01,1.638836772983114543e+02
-2.070901033973412098e+01,1.633208255159474618e+02
7.686853766617429073e+01,1.633208255159474618e+02
-2.097488921713441812e+01,1.627579737335834977e+02
7.686853766617429073e+01,1.627579737335834977e+02
